ID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.Make,Indentification.Model,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
879,26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,30,Automatic transmission,MINI,Countryman,2011,121,114
880,26,13,252,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,30,Automatic transmission,MINI,Countryman,2011,181,177
881,170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,30,Automatic transmission,Chevrolet,Malibu,2010,169,160
882,170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 170 hp 158 ft-lbs FFV,TRUE,4,4 Speed Automatic,22,Gasoline,30,Automatic transmission,Chevrolet,Malibu,2010,170,158
883,190,197,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Toyota,Camry,2012,268,248
884,190,197,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Toyota,Camry,2012,268,248
885,145,228,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Lexus,IS,2011,204,185
886,135,27,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Lexus,IS C,2011,204,185
887,145,228,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Lexus,IS,2012,204,185
888,135,27,8,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Lexus,IS C,2012,204,185
889,195,86,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,30,Automatic transmission,Honda,Accord Sedan,2012,271,254
890,195,86,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,30,Automatic transmission,Honda,Accord Sedan,2012,271,254
891,203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,Dodge,Avenger,2012,173,166
892,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Volvo,C30,2012,227,236
893,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Volvo,C30,2012,227,236
894,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Volvo,C30,2012,227,236
895,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Volvo,C30,2012,227,236
896,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Volvo,C30,2012,227,236
897,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Volvo,C30,2012,227,236
898,205,181,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,Volkswagen,Beetle,2012,200,207
899,183,40,67,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,BMW,5 Series Sedan,2012,300,300
900,190,197,48,Front-wheel drive,Acura 2.4L 4 Cylinder 201 hp 170 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,30,Automatic transmission,Acura,TSX Sport Wagon,2012,201,170
901,185,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Mitsubishi,Galant,2012,160,157
902,177,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,Mitsubishi,Galant,2012,160,157
903,33,18,219,Front-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,30,Manual transmission,Suzuki,SX4 Sportback,2012,150,140
904,69,39,219,All-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,30,Manual transmission,Suzuki,SX4 Crossover,2012,150,140
905,69,39,219,All-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,30,Manual transmission,Suzuki,SX4 Crossover,2012,150,140
906,172,63,87,Front-wheel drive,Acura 3.5L 6 Cylinder 280 hp 254 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Acura,TL,2012,280,254
907,167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Volvo,C30,2011,227,236
908,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Volvo,C30,2010,227,236
909,172,123,234,Front-wheel drive,Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs,TRUE,5,5 Speed Manual,21,Gasoline,29,Manual transmission,Volvo,S40,2010,168,170
910,147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A4 Sedan,2012,211,258
911,147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A4 Sedan,2011,211,258
912,167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Volvo,C30,2011,227,236
913,167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Volvo,C30,2010,227,236
914,172,123,234,Front-wheel drive,Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,29,Automatic transmission,Volvo,S40,2010,168,170
915,156,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A4 Avant,2012,211,258
916,156,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A4 Avant,2011,211,258
917,152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,Honda,Accord Coup,2011,271,251
918,195,71,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,Honda,Accord Sedan,2010,271,254
919,206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Toyota,Avalon,2011,268,248
920,206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Toyota,Avalon,2011,268,248
921,191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Toyota,Camry,2011,268,248
922,186,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Toyota,Camry,2011,268,248
923,191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Toyota,Camry,2011,268,248
924,213,243,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Volvo,S80,2012,240,236
925,101,14,227,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A5 Cabriolet,2011,211,258
926,92,17,189,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A5 Coupe,2012,211,258
927,92,17,189,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Audi,A5 Coupe,2011,211,258
928,195,71,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,29,Automatic transmission,Honda,Accord Sedan,2010,271,254
929,172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,23,Gasoline,29,Automatic transmission,Volkswagen,Jetta,2011,115,125
930,172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,23,Gasoline,29,Automatic transmission,Volkswagen,Jetta,2011,115,125
931,13,14,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Toyota,Matrix,2011,158,162
932,13,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Toyota,Matrix,2010,158,162
933,23,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Toyota,Matrix,2010,158,162
934,117,105,214,Front-wheel drive,Honda 2.0L 4 cylinder 197hp 139ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Honda,Civic Coup,2011,197,139
935,115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,29,Manual transmission,Nissan,Cube,2009,122,127
936,115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,29,Manual transmission,Nissan,Cube,2009,122,127
937,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,29,Automatic transmission,Chevrolet,Camaro Coupe,2012,323,278
938,165,233,41,Front-wheel drive,Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,29,Manual transmission,Ford,Fusion,2011,175,172
939,165,233,41,Front-wheel drive,Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,29,Manual transmission,Ford,Fusion,2011,175,172
940,165,233,41,Front-wheel drive,Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,29,Manual transmission,Ford,Fusion,2010,175,172
941,195,122,97,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 333 hp 291 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,Hyundai,Genesis Sedan,2012,333,291
942,117,105,214,Front-wheel drive,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Honda,Civic Coup,2010,197,139
943,137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,Ford,Mustang Coup,2012,305,280
944,137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,Ford,Mustang Coup,2012,305,280
945,144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,Ford,Mustang Convertible,2011,305,280
946,144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,Ford,Mustang Convertible,2011,305,280
947,144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,Ford,Mustang Coup,2011,305,280
948,144,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,29,Manual transmission,Ford,Mustang Coup,2011,305,280
949,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,29,Automatic transmission,Chevrolet,Camaro Coupe,2011,312,278
950,173,63,92,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Kia,Sorento,2012,175,169
951,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,29,Manual transmission,Chevrolet,Camaro Coupe,2010,304,273
952,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,29,Automatic transmission,Chevrolet,Camaro Coupe,2010,304,273
953,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,29,Manual transmission,Chevrolet,Camaro Coupe,2010,304,273
954,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,29,Automatic transmission,Chevrolet,Camaro Coupe,2010,304,273
955,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,29,Manual transmission,Chevrolet,Camaro Coupe,2010,304,273
956,96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,29,Automatic transmission,Chevrolet,Camaro Coupe,2010,304,273
957,173,63,92,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Kia,Sorento,2011,175,169
958,208,63,92,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Kia,Sorento,2011,175,169
959,99,87,62,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Kia,Sportage,2012,176,168
960,99,98,62,Front-wheel drive,Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Kia,Sportage,2012,260,269
961,99,87,62,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Kia,Sportage,2011,176,168
962,155,151,216,Front-wheel drive,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Honda,Civic Sedan,2010,197,139
963,155,151,216,Front-wheel drive,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Honda,Civic Sedan,2011,197,139
964,193,190,39,Front-wheel drive,Hyundai 3.3L 6 cylinder 249hp 229 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,Hyundai,Sonata,2010,249,229
965,193,190,39,Front-wheel drive,Hyundai 3.3L 6 cylinder 249hp 229 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,Hyundai,Sonata,2010,249,229
966,203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,Dodge,Avenger,2011,283,260
967,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 4-Door,2011,167,168
968,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Mazda,Mazda3 4-Door,2011,167,168
969,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 5-Door,2011,167,168
970,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 5-Door,2011,167,168
971,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Mazda,Mazda3 5-Door,2010,167,168
972,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 5-Door,2010,167,168
973,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Mazda,Mazda3 5-Door,2010,167,168
974,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 5-Door,2010,167,168
975,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Mazda,Mazda3 4-Door,2010,167,168
976,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 4-Door,2010,167,168
977,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,Mazda,Mazda3 4-Door,2010,167,168
978,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,Mazda,Mazda3 4-Door,2010,167,168
979,254,63,212,Front-wheel drive,Dodge 2.4L 4 Cylinder 172 HP 165 FT-LBS,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Dodge,Caliber,2011,172,165
980,254,63,212,Front-wheel drive,Dodge 2.4L 4 Cylinder 172 HP 165 FT-LBS,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Dodge,Caliber,2010,172,165
981,254,63,212,Front-wheel drive,Dodge 2.4L 4 Cylinder 172 HP 165 FT-LBS,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Dodge,Caliber,2010,172,165
982,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,Mazda,Mazda6,2010,170,167
983,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,Mazda,Mazda6,2010,170,167
984,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Mazda,Mazda6,2010,170,167
985,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,Mazda,Mazda6,2010,170,167
986,172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic,20,Gasoline,29,Automatic transmission,Infiniti,G25,2011,218,187
987,172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic,20,Gasoline,29,Automatic transmission,Infiniti,G25,2011,218,187
988,74,192,113,Front-wheel drive,Toyota 2.7L 4 Cylinder 182 hp 182 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,Toyota,Venza,2010,182,182
989,148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2012,182,172
990,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2012,182,172
991,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2012,182,172
992,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2012,182,172
993,148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2011,182,172
994,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2011,182,172
995,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2011,182,172
996,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2011,182,172
997,120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Jeep,Compass,2011,158,141
998,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,GMC,Terrain,2010,182,172
999,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,GMC,Terrain,2010,182,172
1000,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,GMC,Terrain,2010,182,172
1001,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,GMC,Terrain,2010,182,172
1002,120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Jeep,Compass,2010,158,141
1003,120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,Jeep,Compass,2010,158,141
1004,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Jeep,Equinox,2010,182,172
1005,148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2010,182,172
1006,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2010,182,172
1007,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2010,182,172
1008,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,Chevrolet,Equinox,2010,182,172
1009,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,GMC,Terrain,2011,182,172
